O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
15-1299.09,Information Technology Project Managers,16151,Perform risk assessments to develop response strategies.,Core,Aug-19,4,4,4.05,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-1299.09,Information Technology Project Managers,16168,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Core,Aug-19,3,3,4,100,,,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']"
15-1299.09,Information Technology Project Managers,16171,Develop and manage work breakdown structure (WBS) of information technology projects.,Core,Aug-19,3,3,3.9,100,,,"['Organizing, Planning, and Prioritizing Work', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.6', '4.A.4.b.4']"
15-1299.09,Information Technology Project Managers,16167,"Assign duties, responsibilities, and spans of authority to project personnel.",Core,Aug-19,4,4,3.79,100,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
15-2011.00,Actuaries,3502,"Design, review, and help administer insurance, annuity and pension plans, determining financial soundness and calculating premiums.",Core,Aug-23,5,5,4.4,92.59,134990,28340,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
15-2021.00,Mathematicians,7373,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",Core,Aug-21,5,5,4.39,95.83,122520,2220,['Analyzing Data or Information'],['4.A.2.a.4']
15-2021.00,Mathematicians,7371,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,Core,Aug-21,4,4,4,91.67,122520,2220,['Thinking Creatively'],['4.A.2.b.2']
15-2021.00,Mathematicians,7370,Perform computations and apply methods of numerical analysis to data.,Core,Aug-21,4,4,3.83,95.83,122520,2220,['Analyzing Data or Information'],['4.A.2.a.4']
15-2021.00,Mathematicians,7372,"Assemble sets of assumptions, and explore the consequences of each set.",Core,Aug-21,3,3,3.82,91.67,122520,2220,['Analyzing Data or Information'],['4.A.2.a.4']
15-2021.00,Mathematicians,7368,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,Core,Aug-21,4,4,3.7,95.83,122520,2220,['Making Decisions and Solving Problems'],['4.A.2.b.1']
15-2031.00,Operations Research Analysts,7382,"Define data requirements, and gather and validate information, applying judgment and statistical tests.",Core,Aug-24,4,4,4.55,95.24,99120,107760,"['Processing Information', 'Analyzing Data or Information', 'Making Decisions and Solving Problems']","['4.A.2.a.2', '4.A.2.a.4', '4.A.2.b.1']"
15-2031.00,Operations Research Analysts,7380,"Perform validation and testing of models to ensure adequacy, and reformulate models, as necessary.",Core,Aug-24,3,3,4.52,100,99120,107760,['Thinking Creatively'],['4.A.2.b.2']
15-2031.00,Operations Research Analysts,7377,"Formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.",Core,Aug-24,3,3,4.38,100,99120,107760,['Thinking Creatively'],['4.A.2.b.2']
15-2031.00,Operations Research Analysts,7385,"Break systems into their components, assign numerical values to each component, and examine the mathematical relationships between them.",Core,Aug-24,3,3,3.7,100,99120,107760,['Analyzing Data or Information'],['4.A.2.a.4']
15-2041.00,Statisticians,8956,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,Core,Aug-24,4,4,4.67,100,112330,29800,['Analyzing Data or Information'],['4.A.2.a.4']
15-2041.00,Statisticians,8953,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",Core,Aug-24,5,5,4.52,100,112330,29800,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']"
15-2041.00,Statisticians,8957,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",Core,Aug-24,4,4,4.48,100,112330,29800,"['Processing Information', 'Working with Computers']","['4.A.2.a.2', '4.A.3.b.1']"
15-2041.00,Statisticians,8955,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",Core,Aug-24,5,5,4.33,100,112330,29800,['Analyzing Data or Information'],['4.A.2.a.4']
15-2041.00,Statisticians,8961,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",Core,Aug-24,3,3,4.26,90.48,112330,29800,['Thinking Creatively'],['4.A.2.b.2']
15-2041.00,Statisticians,8954,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",Core,Aug-24,5,5,4.05,100,112330,29800,['Working with Computers'],['4.A.3.b.1']
15-2041.01,Biostatisticians,16265,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",Core,Aug-21,3,3,4.39,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2041.01,Biostatisticians,16246,Calculate sample size requirements for clinical studies.,Core,Aug-21,3,3,4.35,95.83,,,['Making Decisions and Solving Problems'],['4.A.2.b.1']
15-2041.01,Biostatisticians,16252,Prepare tables and graphs to present clinical data or results.,Core,Aug-21,3,3,4.3,95.83,,,['Thinking Creatively'],['4.A.2.b.2']
15-2041.01,Biostatisticians,16249,Write program code to analyze data with statistical analysis software.,Core,Aug-21,4,4,4.29,100,,,['Working with Computers'],['4.A.3.b.1']
15-2041.01,Biostatisticians,16262,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,Core,Aug-21,3,3,4.18,95.83,,,['Making Decisions and Solving Problems'],['4.A.2.b.1']
15-2041.01,Biostatisticians,16247,"Determine project plans, timelines, or technical objectives for statistical aspects of biological research studies.",Core,Aug-21,3,3,4.17,100,,,"['Organizing, Planning, and Prioritizing Work']",['4.A.2.b.6']
15-2041.01,Biostatisticians,16248,Assign work to biostatistical assistants or programmers.,Core,Aug-21,4,4,3.5,91.67,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
15-2051.01,Business Intelligence Analysts,16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",Core,Aug-24,4,4,4.64,100,,,['Documenting/Recording Information'],['4.A.3.b.6']
15-2051.01,Business Intelligence Analysts,16140,Manage timely flow of business intelligence information to users.,Core,Aug-24,5,5,4.19,100,,,['Developing Objectives and Strategies'],['4.A.2.b.4']
15-2051.01,Business Intelligence Analysts,16146,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Core,Aug-24,3,3,3.68,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2051.01,Business Intelligence Analysts,16143,"Disseminate information regarding tools, reports, or metadata enhancements.",Core,Aug-24,3,3,3.65,95.24,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
15-2051.01,Business Intelligence Analysts,16136,"Identify or monitor current and potential customers, using business intelligence tools.",Core,Aug-24,4,4,3.47,86.36,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2051.01,Business Intelligence Analysts,16135,"Maintain library of model documents, templates, or other reusable knowledge assets.",Core,Aug-24,3,3,3.41,100,,,['Thinking Creatively'],['4.A.2.b.2']
15-2051.02,Clinical Data Managers,16284,"Process clinical data, including receipt, entry, verification, or filing of information.",Core,Jul-16,5,5,4.37,100,,,"['Processing Information', 'Working with Computers']","['4.A.2.a.2', '4.A.3.b.1']"
15-2051.02,Clinical Data Managers,16280,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",Core,Jul-16,5,5,4.32,95,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2051.02,Clinical Data Managers,16279,Monitor work productivity or quality to ensure compliance with standard operating procedures.,Core,Jul-16,5,5,4.05,100,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
15-2051.02,Clinical Data Managers,16277,"Prepare data analysis listings and activity, performance, or progress reports.",Core,Jul-16,3,3,3.95,95,,,['Documenting/Recording Information'],['4.A.3.b.6']
15-2051.02,Clinical Data Managers,16283,Analyze clinical data using appropriate statistical tools.,Core,Jul-16,3,3,3.71,70,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2051.02,Clinical Data Managers,16270,Develop technical specifications for data management programming and communicate needs to information technology staff.,Core,Jul-16,3,3,3.65,85,,,"['Developing Objectives and Strategies', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.b.4', '4.A.4.a.2']"
15-2051.02,Clinical Data Managers,16274,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",Core,Jul-16,4,4,3.45,100,,,['Getting Information'],['4.A.1.a.1']
15-2099.01,Bioinformatics Technicians,17709,"Analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",Core,Jul-14,5,5,3.98,94.66,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2099.01,Bioinformatics Technicians,17715,"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",Core,Jul-14,3,3,3.88,73.79,,,['Thinking Creatively'],['4.A.2.b.2']
15-2099.01,Bioinformatics Technicians,17716,Maintain awareness of new and emerging computational methods and technologies.,Core,Jul-14,4,4,3.87,86.69,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
15-2099.01,Bioinformatics Technicians,17721,Conduct quality analyses of data inputs and resulting analyses or predictions.,Core,Jul-14,5,5,3.82,91.96,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-2099.01,Bioinformatics Technicians,17707,"Enter or retrieve information from structural databases, protein sequence motif databases, mutation databases, genomic databases or gene expression databases.",Core,Jul-14,4,4,3.79,69.05,,,"['Getting Information', 'Working with Computers']","['4.A.1.a.1', '4.A.3.b.1']"
15-2099.01,Bioinformatics Technicians,17712,Design or implement web-based tools for querying large-scale biological databases.,Supplemental,Jul-14,5,5,3.85,57.72,,,['Thinking Creatively'],['4.A.2.b.2']
15-2099.01,Bioinformatics Technicians,17708,"Monitor database performance and perform any necessary maintenance, upgrades, or repairs.",Supplemental,Jul-14,3,3,3.59,56.83,,,"['Judging the Qualities of Objects, Services, or People', 'Repairing and Maintaining Mechanical Equipment']","['4.A.2.a.1', '4.A.3.b.4']"
15-2099.01,Bioinformatics Technicians,17724,"Perform routine system administrative functions, such as troubleshooting, back-ups, or upgrades.",Supplemental,Jul-14,5,5,3.36,58.15,,,['Working with Computers'],['4.A.3.b.1']
15-2099.01,Bioinformatics Technicians,17718,Test new or updated software or tools and provide feedback to developers.,Supplemental,Jul-14,3,3,3.06,61.77,,,['Thinking Creatively'],['4.A.2.b.2']
17-1011.00,"Architects, Except Landscape and Naval",20483,Develop final construction plans that include aesthetic representations of the structure or details for its construction.,Core,Aug-21,3,3,4.48,100,103390,111140,"['Thinking Creatively', 'Organizing, Planning, and Prioritizing Work']","['4.A.2.b.2', '4.A.2.b.6']"
17-1011.00,"Architects, Except Landscape and Naval",20479,"Prepare scale drawings or architectural designs, using computer-aided design or other tools.",Core,Aug-21,7,7,4.43,100,103390,111140,['Thinking Creatively'],['4.A.2.b.2']
17-1011.00,"Architects, Except Landscape and Naval",130,"Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",Core,Aug-21,5,5,4.4,100,103390,111140,['Documenting/Recording Information'],['4.A.3.b.6']
17-1011.00,"Architects, Except Landscape and Naval",136,Integrate engineering elements into unified architectural designs.,Core,Aug-21,3,3,4.33,100,103390,111140,['Thinking Creatively'],['4.A.2.b.2']
17-1011.00,"Architects, Except Landscape and Naval",20486,Plan layouts of structural architectural projects.,Core,Aug-21,4,4,4.25,95.24,103390,111140,['Thinking Creatively'],['4.A.2.b.2']
17-1011.00,"Architects, Except Landscape and Naval",134,Prepare contract documents for building contractors.,Core,Aug-21,3,3,4.1,95.24,103390,111140,['Documenting/Recording Information'],['4.A.3.b.6']
17-1011.00,"Architects, Except Landscape and Naval",19596,"Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.",Core,Aug-21,5,5,4.1,100,103390,111140,['Thinking Creatively'],['4.A.2.b.2']
